plant_id,bus_id,Pg,Qg,Qmax,Qmin,Vg,mBase,status,Pmax,Pmin,Pc1,Pc2,Qc1min,Qc1max,Qc2min,Qc2max,ramp_agc,ramp_10,ramp_30,ramp_q,apf,mu_Pmax,mu_Pmin,mu_Qmax,mu_Qmin,type,interconnect,GenFuelCost,GenIOB,GenIOC,GenIOD
19,881,137.09,29.08,69.86,-15.23,1.0291,164.7,1,130.192,64.70254922,0,0,0,0,0,0,0,0,65.10,0,137.25,0,0,0,0,ng,Eastern,7.160,4.75505,0.0063,0
20,882,137.09,34.39,69.86,-15.23,1.031,164.7,1,130.192,44.88674137,0,0,0,0,0,0,0,0,65.10,0,137.25,0,0,0,0,ng,Eastern,7.901,4.75505,0.005409,0
21,885,0.3,-0.01,0.12,-0.01,1.038,0.36,1,0.299,0.139745846,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,hydro,Eastern,0,0,0,0
22,885,0.3,-0.01,0.12,-0.01,1.038,0.36,1,0.299,0.129764,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,hydro,Eastern,0,0,0,0
23,885,0.3,-0.01,0.12,-0.01,1.038,0.36,1,0.299,0.109800307,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,hydro,Eastern,0,0,0,0
24,885,0.3,-0.01,0.12,-0.01,1.038,0.36,1,0.299,0.049909231,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,hydro,Eastern,0,0,0,0
25,885,0.3,-0.01,0.12,-0.01,1.038,0.36,1,0.299,0.059891077,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,hydro,Eastern,0,0,0,0
26,885,0.3,-0.01,0.12,-0.01,1.038,0.36,1,0.299,0.139745846,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,hydro,Eastern,0,0,0,0
27,887,3.42,-0.17,1.32,-0.17,1.038,4.11,1,3.419,1.038111998,0,0,0,0,0,0,0,0,0,0,3.425,0,0,0,0,hydro,Eastern,0,0,0,0
28,887,3.42,-0.17,1.32,-0.17,1.038,4.11,1,3.419,0.479128614,0,0,0,0,0,0,0,0,0,0,3.425,0,0,0,0,hydro,Eastern,0,0,0,0
29,887,3.42,-0.17,1.32,-0.17,1.038,4.11,1,3.419,0.469146768,0,0,0,0,0,0,0,0,0,0,3.425,0,0,0,0,hydro,Eastern,0,0,0,0
30,887,3.42,-0.17,1.32,-0.17,1.038,4.11,1,3.419,0.888384306,0,0,0,0,0,0,0,0,0,0,3.425,0,0,0,0,hydro,Eastern,0,0,0,0
31,891,4.49,-0.65,0.96,-0.65,1.009,5.4,1,13.545,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,wind,Eastern,0,0,0,0
32,895,41.95,8.95,8.95,-6.05,1.0435,50.4,1,126.422,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,wind,Eastern,0,0,0,0
33,899,19.08,7.33,7.33,-0.94,1.043,22.92,1,19.065,6.558072908,0,0,0,0,0,0,0,0,0,0,19.1,0,0,0,0,hydro,Eastern,0,0,0,0
34,900,0,0,7.33,-0.94,1.04,22.92,0,19.065,5.529942756,0,0,0,0,0,0,0,0,0,0,19.1,0,0,0,0,hydro,Eastern,0,0,0,0
35,900,19.08,-0.94,7.33,-0.94,1.04,22.92,1,19.065,8.314877827,0,0,0,0,0,0,0,0,0,0,19.1,0,0,0,0,hydro,Eastern,0,0,0,0
36,900,19.08,-0.94,7.33,-0.94,1.04,22.92,1,19.065,4.671503989,0,0,0,0,0,0,0,0,0,0,19.1,0,0,0,0,hydro,Eastern,0,0,0,0
37,905,2.22,-0.11,0.85,-0.11,1.0425,2.67,1,2.221,0.74863846,0,0,0,0,0,0,0,0,0,0,2.225,0,0,0,0,hydro,Eastern,0,0,0,0
38,905,2.22,-0.11,0.85,-0.11,1.0425,2.67,1,2.221,0.329400922,0,0,0,0,0,0,0,0,0,0,2.225,0,0,0,0,hydro,Eastern,0,0,0,0
39,906,2.22,-0.11,0.85,-0.11,1.016,2.67,1,2.221,0.529037845,0,0,0,0,0,0,0,0,0,0,2.225,0,0,0,0,hydro,Eastern,0,0,0,0
40,906,2.22,-0.11,0.85,-0.11,1.016,2.67,1,2.221,0.608892614,0,0,0,0,0,0,0,0,0,0,2.225,0,0,0,0,hydro,Eastern,0,0,0,0
41,909,2,-0.1,0.77,-0.1,1.038,2.4,1,1.996,0.549001537,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,hydro,Eastern,0,0,0,0
42,909,2,-0.1,0.77,-0.1,1.038,2.4,1,1.996,0.249546153,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,hydro,Eastern,0,0,0,0
43,912,0,0,0.81,-0.1,1.045,2.52,0,2.096,0.778583998,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,hydro,Eastern,0,0,0,0
44,912,2.1,0.81,0.81,-0.1,1.045,2.52,1,2.096,0.43920123,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,hydro,Eastern,0,0,0,0
45,915,1.46,-0.07,0.56,-0.07,1.04,1.76,1,1.464,0.429219384,0,0,0,0,0,0,0,0,0,0,1.4667,0,0,0,0,hydro,Eastern,0,0,0,0
46,916,1.46,-0.07,0.56,-0.07,1.04,1.76,1,1.464,0.668783691,0,0,0,0,0,0,0,0,0,0,1.4667,0,0,0,0,hydro,Eastern,0,0,0,0
47,918,0,0,0.56,-0.07,1.0405,1.76,0,1.464,0.359346461,0,0,0,0,0,0,0,0,0,0,1.4667,0,0,0,0,hydro,Eastern,0,0,0,0
48,918,1.46,-0.07,0.56,-0.07,1.0405,1.76,1,1.464,0.209618769,0,0,0,0,0,0,0,0,0,0,1.4667,0,0,0,0,hydro,Eastern,0,0,0,0
49,919,0,0,0.56,-0.07,1.04,1.76,0,1.464,0.728674768,0,0,0,0,0,0,0,0,0,0,1.4667,0,0,0,0,hydro,Eastern,0,0,0,0
50,920,1.46,-0.07,0.56,-0.07,1.0405,1.76,1,1.464,0.728674768,0,0,0,0,0,0,0,0,0,0,1.4667,0,0,0,0,hydro,Eastern,0,0,0,0
51,924,0,0,1.15,-0.15,1.04,3.6,0,2.995,1.088021228,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,hydro,Eastern,0,0,0,0
52,929,7.41,-0.36,2.85,-0.36,1.0105,8.9,1,7.403,0.888384306,0,0,0,0,0,0,0,0,0,0,7.4167,0,0,0,0,hydro,Eastern,0,0,0,0
53,930,7.41,-0.36,2.85,-0.36,1.0105,8.9,1,7.403,2.205987995,0,0,0,0,0,0,0,0,0,0,7.4167,0,0,0,0,hydro,Eastern,0,0,0,0
54,930,7.41,-0.36,2.85,-0.36,1.0105,8.9,1,7.403,1.80671415,0,0,0,0,0,0,0,0,0,0,7.4167,0,0,0,0,hydro,Eastern,0,0,0,0
55,931,7.41,2.33,2.85,-0.36,1.009,8.9,1,7.403,0.988202767,0,0,0,0,0,0,0,0,0,0,7.4167,0,0,0,0,hydro,Eastern,0,0,0,0
56,931,7.41,2.33,2.85,-0.36,1.009,8.9,1,7.403,3.084390454,0,0,0,0,0,0,0,0,0,0,7.4167,0,0,0,0,hydro,Eastern,0,0,0,0
57,932,7.41,2.85,2.85,-0.36,1.009,8.9,1,7.403,1.716877534,0,0,0,0,0,0,0,0,0,0,7.4167,0,0,0,0,hydro,Eastern,0,0,0,0
58,935,3,-0.15,1.15,-0.15,1.04,3.6,1,2.995,1.05807569,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,hydro,Eastern,0,0,0,0
59,936,3,-0.15,1.15,-0.15,1.04,3.6,1,2.995,0.568965229,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,hydro,Eastern,0,0,0,0
60,939,3,-0.15,1.15,-0.15,1.04,3.6,1,2.995,0.479128614,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,hydro,Eastern,0,0,0,0
61,940,3,-0.15,1.15,-0.15,1.04,3.6,1,2.995,1.217785228,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,hydro,Eastern,0,0,0,0
62,944,1,0.38,0.38,-0.05,1.04,1.2,1,0.998,0.429219384,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hydro,Eastern,0,0,0,0
63,946,0,0,10.78,-7.29,1.04,60.72,0,152.308,0,0,0,0,0,0,0,0,0,0,0,50.6,0,0,0,0,wind,Eastern,0,0,0,0
64,950,0.52,-0.03,0.2,-0.03,1.04,0.62,1,0.516,0.109800307,0,0,0,0,0,0,0,0,0,0,0.5167,0,0,0,0,hydro,Eastern,0,0,0,0
65,950,0.52,-0.03,0.2,-0.03,1.04,0.62,1,0.516,0.119782154,0,0,0,0,0,0,0,0,0,0,0.5167,0,0,0,0,hydro,Eastern,0,0,0,0
66,950,0,0,0.2,-0.03,1.04,0.62,0,0.516,0.069872923,0,0,0,0,0,0,0,0,0,0,0.5167,0,0,0,0,hydro,Eastern,0,0,0,0
67,950,0.52,-0.03,0.2,-0.03,1.04,0.62,1,0.516,0.169691384,0,0,0,0,0,0,0,0,0,0,0.5167,0,0,0,0,hydro,Eastern,0,0,0,0
68,950,0.52,-0.03,0.2,-0.03,1.04,0.62,1,0.516,0.209618769,0,0,0,0,0,0,0,0,0,0,0.5167,0,0,0,0,hydro,Eastern,0,0,0,0
69,950,0,0,0.2,-0.03,1.04,0.62,0,0.516,0.109800307,0,0,0,0,0,0,0,0,0,0,0.5167,0,0,0,0,hydro,Eastern,0,0,0,0
70,953,19.98,-2.88,4.26,-2.88,1.0425,24,1,60.201,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,wind,Eastern,0,0,0,0
71,962,17.48,6.88,8.16,-2.14,1.039,21,1,17.118,7.835127068,0,0,0,0,0,0,0,0,8.56,0,17.5,0,0,0,0,dfo,Eastern,16.471,8.01688,0.00677,0
72,962,17.48,6.88,8.16,-2.14,1.039,21,1,17.118,3.570313833,0,0,0,0,0,0,0,0,8.56,0,17.5,0,0,0,0,dfo,Eastern,16.471,8.01688,0.005823,0
73,965,1.53,-0.08,0.59,-0.08,1.04,1.84,1,1.531,0.449183076,0,0,0,0,0,0,0,0,0,0,1.5333,0,0,0,0,hydro,Eastern,0,0,0,0
74,965,0,0,0.59,-0.08,1.04,1.84,0,1.531,0.239564307,0,0,0,0,0,0,0,0,0,0,1.5333,0,0,0,0,hydro,Eastern,0,0,0,0
75,965,1.53,-0.08,0.59,-0.08,1.04,1.84,1,1.531,0.658801845,0,0,0,0,0,0,0,0,0,0,1.5333,0,0,0,0,hydro,Eastern,0,0,0,0
76,965,1.53,-0.08,0.59,-0.08,1.04,1.84,1,1.531,0.169691384,0,0,0,0,0,0,0,0,0,0,1.5333,0,0,0,0,hydro,Eastern,0,0,0,0
77,965,0,0,0.59,-0.08,1.04,1.84,0,1.531,0.648819998,0,0,0,0,0,0,0,0,0,0,1.5333,0,0,0,0,hydro,Eastern,0,0,0,0
78,965,0,0,0.59,-0.08,1.04,1.84,0,1.531,0.169691384,0,0,0,0,0,0,0,0,0,0,1.5333,0,0,0,0,hydro,Eastern,0,0,0,0
79,968,6.69,-0.33,2.57,-0.33,1.04,8.04,1,6.688,2.11615138,0,0,0,0,0,0,0,0,0,0,6.7,0,0,0,0,hydro,Eastern,0,0,0,0
80,973,0,0,1.86,-0.24,1.04,5.8,0,4.825,1.267694459,0,0,0,0,0,0,0,0,0,0,4.8333,0,0,0,0,hydro,Eastern,0,0,0,0
81,973,0,0,1.86,-0.24,1.04,5.8,0,4.825,1.437385843,0,0,0,0,0,0,0,0,0,0,4.8333,0,0,0,0,hydro,Eastern,0,0,0,0
82,974,4.83,1.86,1.86,-0.24,1.0505,5.8,1,4.825,0.529037845,0,0,0,0,0,0,0,0,0,0,4.8333,0,0,0,0,hydro,Eastern,0,0,0,0
83,974,4.83,1.86,1.86,-0.24,1.0505,5.8,1,4.825,1.996369226,0,0,0,0,0,0,0,0,0,0,4.8333,0,0,0,0,hydro,Eastern,0,0,0,0
84,975,4.83,1.86,1.86,-0.24,1.048,5.8,1,4.825,0.948275382,0,0,0,0,0,0,0,0,0,0,4.8333,0,0,0,0,hydro,Eastern,0,0,0,0
85,975,4.83,1.86,1.86,-0.24,1.048,5.8,1,4.825,1.347549228,0,0,0,0,0,0,0,0,0,0,4.8333,0,0,0,0,hydro,Eastern,0,0,0,0
86,978,1,-0.05,0.38,-0.05,1.04,1.2,1,0.998,0.48911046,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hydro,Eastern,0,0,0,0
87,981,3.6,-0.18,1.38,-0.18,1.038,4.32,1,3.593,1.10798492,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,hydro,Eastern,0,0,0,0
88,985,7.69,-0.38,2.96,-0.38,1.036,9.24,1,7.686,1.407440304,0,0,0,0,0,0,0,0,0,0,7.7,0,0,0,0,hydro,Eastern,0,0,0,0
89,985,7.69,-0.38,2.96,-0.38,1.036,9.24,1,7.686,2.196006149,0,0,0,0,0,0,0,0,0,0,7.7,0,0,0,0,hydro,Eastern,0,0,0,0
90,995,8.39,-0.41,3.23,-0.41,1.04,10.08,1,8.385,3.97277476,0,0,0,0,0,0,0,0,0,0,8.4,0,0,0,0,hydro,Eastern,0,0,0,0
91,996,8.39,-0.41,3.23,-0.41,1.04,10.08,1,8.385,0.988202767,0,0,0,0,0,0,0,0,0,0,8.4,0,0,0,0,hydro,Eastern,0,0,0,0
92,1008,23.97,-1.18,9.22,-1.18,1.04,28.8,1,23.956,11.89836059,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,hydro,Eastern,0,0,0,0
93,1008,23.97,-1.18,9.22,-1.18,1.04,28.8,1,23.956,9.213243978,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,hydro,Eastern,0,0,0,0
94,1009,23.97,9.22,9.22,-1.18,1.046,28.8,1,23.956,2.874771686,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,hydro,Eastern,0,0,0,0
95,1013,0.6,0.23,0.23,-0.03,1.04,0.72,1,0.599,0.089836615,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,hydro,Eastern,0,0,0,0
96,1013,0,0,0.23,-0.03,1.04,0.72,0,0.599,0.119782154,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,hydro,Eastern,0,0,0,0
97,1014,0.6,0.23,0.23,-0.03,1.04,0.72,1,0.599,0.079854769,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,hydro,Eastern,0,0,0,0
98,1017,2,-0.24,0.93,-0.24,1.04,2.4,1,1.956,0.303232134,0,0,0,0,0,0,0,0,0.98,0,2,0,0,0,0,dfo,Eastern,16.471,8.01688,0.00665,0
99,1018,2,-0.24,0.93,-0.24,1.04,2.4,1,1.956,0.528210814,0,0,0,0,0,0,0,0,0.98,0,2,0,0,0,0,dfo,Eastern,16.471,8.01688,0.007195,0
100,1018,2,-0.24,0.93,-0.24,1.04,2.4,1,1.956,0.547774177,0,0,0,0,0,0,0,0,0.98,0,2,0,0,0,0,dfo,Eastern,16.471,8.01688,0.008025,0
101,1023,183.18,-16.77,93.35,-20.36,1.0445,220.08,1,173.969,43.3974729,0,0,0,0,0,0,0,0,86.98,0,183.4,0,0,0,0,ng,Eastern,7.005,4.81689,0.005798,0
102,1024,183.18,-16.77,93.35,-20.36,1.0447,220.08,1,173.969,69.55927187,0,0,0,0,0,0,0,0,86.98,0,183.4,0,0,0,0,ng,Eastern,6.686,4.81689,0.006067,0
103,1025,0,0,93.35,-20.36,1.047,220.08,0,173.969,74.78594019,0,0,0,0,0,0,0,0,86.98,0,183.4,0,0,0,0,ng,Eastern,7.791,4.81689,0.007383,0
104,1030,5.24,-0.19,2.02,-0.26,1.0445,6.3,1,5.24,2.176042456,0,0,0,0,0,0,0,0,0,0,5.25,0,0,0,0,hydro,Eastern,0,0,0,0
105,1030,0,0,2.02,-0.26,1.0445,6.3,0,5.24,1.527222458,0,0,0,0,0,0,0,0,0,0,5.25,0,0,0,0,hydro,Eastern,0,0,0,0
106,1034,3.6,-0.18,1.38,-0.18,1.0435,4.32,1,3.593,0.628856306,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,hydro,Eastern,0,0,0,0
107,1037,22.97,8.83,8.83,-1.13,1.046,27.6,1,22.958,10.23139228,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,hydro,Eastern,0,0,0,0
108,1038,22.97,8.83,8.83,-1.13,1.0435,27.6,1,22.958,7.94554952,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,hydro,Eastern,0,0,0,0
109,1038,22.97,8.83,8.83,-1.13,1.0435,27.6,1,22.958,5.669688602,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,hydro,Eastern,0,0,0,0
110,1038,22.97,8.83,8.83,-1.13,1.0435,27.6,1,22.958,8.235023058,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,hydro,Eastern,0,0,0,0
111,1038,22.97,8.83,8.83,-1.13,1.0435,27.6,1,22.958,3.553537222,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,hydro,Eastern,0,0,0,0
112,1038,0,0,8.83,-1.13,1.0435,27.6,0,22.958,3.603446453,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,hydro,Eastern,0,0,0,0
113,1044,0,0,27.74,-6.05,1.045,65.4,0,51.698,21.78885142,0,0,0,0,0,0,0,0,25.85,0,54.5,0,0,0,0,ng,Eastern,7.478,4.64417,0.004992,0
114,1044,54.44,20.3,27.74,-6.05,1.045,65.4,1,51.698,19.40791903,0,0,0,0,0,0,0,0,25.85,0,54.5,0,0,0,0,ng,Eastern,6.588,4.64417,0.003241,0
115,1044,54.44,20.3,27.74,-6.05,1.045,65.4,1,51.698,18.31705359,0,0,0,0,0,0,0,0,25.85,0,54.5,0,0,0,0,ng,Eastern,6.726,4.64417,0.004992,0
116,1050,25.47,5.43,5.43,-3.67,1.04,30.6,1,76.756,0,0,0,0,0,0,0,0,0,0,0,25.5,0,0,0,0,wind,Eastern,0,0,0,0
117,1054,1.5,-0.07,0.58,-0.07,1.01,1.8,1,1.497,0.568965229,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,hydro,Eastern,0,0,0,0
118,1057,12.49,-1.53,5.82,-1.53,1.016,15,1,12.227,4.568045369,0,0,0,0,0,0,0,0,6.11,0,12.5,0,0,0,0,dfo,Eastern,16.471,8.01688,0.005179,0
119,1059,0,0,0.5,-0.06,1.04,1.56,0,1.298,0.539019691,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,hydro,Eastern,0,0,0,0
120,1059,0,0,0.5,-0.06,1.04,1.56,0,1.298,0.578947076,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,hydro,Eastern,0,0,0,0
121,1060,0,0,0.5,-0.06,1.046,1.56,0,1.298,0.598910768,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,hydro,Eastern,0,0,0,0
122,1060,1.3,0.5,0.5,0.5,1.0458,1.56,1,1.298,0.259527999,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,hydro,Eastern,0,0,0,0
123,1060,0,0,0.5,-0.06,1.046,1.56,0,1.298,0.369328307,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,hydro,Eastern,0,0,0,0
124,1060,1.3,0.5,0.5,0.5,1.0458,1.56,1,1.298,0.419237537,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,hydro,Eastern,0,0,0,0
125,1064,0,0,0.96,-0.65,1.04,5.4,0,13.545,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,wind,Eastern,0,0,0,0
126,1067,0.28,-0.01,0.11,-0.01,1.04,0.34,1,0.279,0.139745846,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,hydro,Eastern,0,0,0,0
127,1068,0.28,-0.01,0.11,-0.01,1.04,0.34,1,0.279,0.129764,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,hydro,Eastern,0,0,0,0
128,1070,0.28,-0.01,0.11,-0.01,1.024,0.34,1,0.279,0.089836615,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,hydro,Eastern,0,0,0,0
129,1070,0,0,0.11,-0.01,1.024,0.34,0,0.279,0.079854769,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,hydro,Eastern,0,0,0,0
130,1071,0.28,0,0.11,-0.01,1.016,0.34,1,0.279,0.049909231,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,hydro,Eastern,0,0,0,0
131,1074,2,-0.24,0.93,-0.24,1.04,2.4,1,1.956,0.899914719,0,0,0,0,0,0,0,0,0.98,0,2,0,0,0,0,dfo,Eastern,16.471,8.01688,0.007827,0
132,1076,5.09,1.96,1.96,-0.25,1.038,6.12,1,5.091,0.888384306,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0,hydro,Eastern,0,0,0,0
133,1077,5.09,-0.25,1.96,-0.25,1.0385,6.12,1,5.091,0.628856306,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0,hydro,Eastern,0,0,0,0
134,1080,3.08,1.18,1.18,-0.15,1.048,3.7,1,3.078,0.568965229,0,0,0,0,0,0,0,0,0,0,3.0833,0,0,0,0,hydro,Eastern,0,0,0,0
135,1081,3.08,1.18,1.18,-0.15,1.0485,3.7,1,3.078,0.698729229,0,0,0,0,0,0,0,0,0,0,3.0833,0,0,0,0,hydro,Eastern,0,0,0,0
136,1082,3.08,1.18,1.18,-0.15,1.0465,3.7,1,3.078,0.588928922,0,0,0,0,0,0,0,0,0,0,3.0833,0,0,0,0,hydro,Eastern,0,0,0,0
137,1082,3.08,1.18,1.18,-0.15,1.0465,3.7,1,3.078,1.387476612,0,0,0,0,0,0,0,0,0,0,3.0833,0,0,0,0,hydro,Eastern,0,0,0,0
138,1082,0,0,1.18,-0.15,1.0465,3.7,0,3.078,0.908347998,0,0,0,0,0,0,0,0,0,0,3.0833,0,0,0,0,hydro,Eastern,0,0,0,0
139,1082,3.08,1.18,1.18,-0.15,1.0465,3.7,1,3.078,1.018148305,0,0,0,0,0,0,0,0,0,0,3.0833,0,0,0,0,hydro,Eastern,0,0,0,0
140,1085,0,0,0.93,-0.24,1.04,2.4,0,1.956,0.73362613,0,0,0,0,0,0,0,0,0.98,0,2,0,0,0,0,dfo,Eastern,16.471,8.01688,0.007565,0
141,1085,0,0,0.93,-0.24,1.04,2.4,0,1.956,0.498865768,0,0,0,0,0,0,0,0,0.98,0,2,0,0,0,0,dfo,Eastern,16.471,8.01688,0.004534,0
142,1085,0,0,0.93,-0.24,1.04,2.4,0,1.956,0.273887089,0,0,0,0,0,0,0,0,0.98,0,2,0,0,0,0,dfo,Eastern,16.471,8.01688,0.006074,0
143,1085,0,0,0.93,-0.24,1.04,2.4,0,1.956,0.655372676,0,0,0,0,0,0,0,0,0.98,0,2,0,0,0,0,dfo,Eastern,16.471,8.01688,0.00599,0
144,1088,0.67,-0.03,0.26,-0.03,1.04,0.81,1,0.674,0.289473538,0,0,0,0,0,0,0,0,0,0,0.675,0,0,0,0,hydro,Eastern,0,0,0,0
145,1089,0.67,-0.03,0.26,-0.03,1.04,0.81,1,0.674,0.079854769,0,0,0,0,0,0,0,0,0,0,0.675,0,0,0,0,hydro,Eastern,0,0,0,0
146,1091,0.67,-0.03,0.26,-0.03,1.04,0.81,1,0.674,0.189655076,0,0,0,0,0,0,0,0,0,0,0.675,0,0,0,0,hydro,Eastern,0,0,0,0
147,1092,0.67,-0.03,0.26,-0.03,1.04,0.81,1,0.674,0.209618769,0,0,0,0,0,0,0,0,0,0,0.675,0,0,0,0,hydro,Eastern,0,0,0,0
148,1096,6.53,2.51,2.51,-0.32,1.0425,7.84,1,6.521,1.577131689,0,0,0,0,0,0,0,0,0,0,6.5333,0,0,0,0,hydro,Eastern,0,0,0,0
