bus_id,sub_id,interconnect
1089,551,Eastern
1090,551,Eastern
1091,551,Eastern
1092,551,Eastern
1093,551,Eastern
1094,551,Eastern
1095,551,Eastern
1096,552,Eastern
1097,552,Eastern
1098,552,Eastern
1099,552,Eastern
1100,553,Eastern
1101,553,Eastern
1102,554,Eastern
1103,554,Eastern
1104,555,Eastern
1105,555,Eastern
1106,556,Eastern
1107,556,Eastern
1108,557,Eastern
1109,557,Eastern
1110,557,Eastern
1111,557,Eastern
1112,557,Eastern
1113,557,Eastern
1114,557,Eastern
1115,558,Eastern
1116,558,Eastern
1117,558,Eastern
1118,558,Eastern
1119,558,Eastern
1120,558,Eastern
1121,559,Eastern
1122,559,Eastern
1123,560,Eastern
1124,560,Eastern
1125,561,Eastern
1126,561,Eastern
1127,561,Eastern
1128,561,Eastern
1129,561,Eastern
1130,562,Eastern
1131,562,Eastern
1132,562,Eastern
1133,562,Eastern
1134,562,Eastern
1135,562,Eastern
1136,563,Eastern
1137,563,Eastern
1138,564,Eastern
1139,564,Eastern
1140,565,Eastern
1141,565,Eastern
1142,565,Eastern
1143,565,Eastern
1144,565,Eastern
1145,565,Eastern
1146,566,Eastern
1147,566,Eastern
1148,567,Eastern
1149,567,Eastern
1150,568,Eastern
1151,568,Eastern
1152,568,Eastern
1153,568,Eastern
1154,569,Eastern
1155,569,Eastern
1156,569,Eastern
1157,569,Eastern
1158,569,Eastern
1159,569,Eastern
1160,569,Eastern
1161,569,Eastern
1162,570,Eastern
1163,570,Eastern
1164,570,Eastern
1165,570,Eastern
1166,570,Eastern
1167,571,Eastern
1168,571,Eastern
1169,571,Eastern
1170,571,Eastern
1171,571,Eastern
1172,572,Eastern
1173,572,Eastern
1174,573,Eastern
1175,573,Eastern
1176,573,Eastern
1177,573,Eastern
1178,573,Eastern
1179,573,Eastern
1180,573,Eastern
1181,573,Eastern
1182,574,Eastern
1183,574,Eastern
1184,574,Eastern
1185,574,Eastern
1186,574,Eastern
1187,574,Eastern
1188,574,Eastern
1189,574,Eastern
1190,575,Eastern
1191,575,Eastern
1192,576,Eastern
1193,576,Eastern
1194,576,Eastern
1195,576,Eastern
1196,576,Eastern
1197,577,Eastern
1198,577,Eastern
1199,578,Eastern
1200,578,Eastern
1201,578,Eastern
1202,578,Eastern
1203,578,Eastern
1204,578,Eastern
1205,579,Eastern
1206,579,Eastern
1207,579,Eastern
1208,579,Eastern
1209,580,Eastern
1210,580,Eastern
1211,580,Eastern
1212,580,Eastern
1213,580,Eastern
1214,580,Eastern
1215,580,Eastern
1216,580,Eastern
1217,581,Eastern
1218,581,Eastern
1219,582,Eastern
1220,582,Eastern
1221,583,Eastern
1222,583,Eastern
1223,584,Eastern
1224,585,Eastern
1225,585,Eastern
1226,586,Eastern
1227,587,Eastern
1228,588,Eastern
1229,589,Eastern
1230,590,Eastern
1231,590,Eastern
1232,590,Eastern
1233,591,Eastern
1234,592,Eastern
1235,592,Eastern
1236,593,Eastern
1237,594,Eastern
1238,595,Eastern
1239,596,Eastern
1240,597,Eastern
1241,598,Eastern
1242,599,Eastern
1243,599,Eastern
1244,600,Eastern
1245,601,Eastern
1246,602,Eastern
1247,603,Eastern
1248,604,Eastern
1249,604,Eastern
1250,605,Eastern
1251,606,Eastern
1252,607,Eastern
1253,608,Eastern
1254,609,Eastern
1255,610,Eastern
1256,611,Eastern
1257,612,Eastern
1258,613,Eastern
1259,613,Eastern
1260,614,Eastern
1261,614,Eastern
1262,615,Eastern
1263,615,Eastern
1264,615,Eastern
1265,615,Eastern
1266,615,Eastern
1267,615,Eastern
1268,616,Eastern
1269,617,Eastern
1270,617,Eastern
1271,618,Eastern
1272,619,Eastern
1273,620,Eastern
1274,620,Eastern
1275,621,Eastern
1276,622,Eastern
1277,622,Eastern
1278,623,Eastern
1279,623,Eastern
1280,624,Eastern
1281,624,Eastern
1282,624,Eastern
1283,624,Eastern
1284,624,Eastern
1285,624,Eastern
1286,625,Eastern
1287,625,Eastern
1288,625,Eastern
1289,626,Eastern
1290,626,Eastern
1291,627,Eastern
1292,627,Eastern
1293,627,Eastern
1294,628,Eastern
1295,629,Eastern
1296,630,Eastern
1297,630,Eastern
1298,630,Eastern
1299,630,Eastern
1300,630,Eastern
1301,631,Eastern
1302,632,Eastern
1303,633,Eastern
1304,634,Eastern
1305,634,Eastern
1306,634,Eastern
1307,635,Eastern
1308,635,Eastern
1309,636,Eastern
1310,636,Eastern
1311,637,Eastern
1312,637,Eastern
1313,637,Eastern
1314,638,Eastern
1315,638,Eastern
1316,639,Eastern
1317,640,Eastern
1318,641,Eastern
1319,641,Eastern
1320,642,Eastern
1321,643,Eastern
1322,643,Eastern
1323,643,Eastern
1324,644,Eastern
1325,644,Eastern
1326,644,Eastern
1327,644,Eastern
1328,644,Eastern
1329,644,Eastern
1330,645,Eastern
1331,646,Eastern
1332,647,Eastern
1333,648,Eastern
1334,649,Eastern
1335,649,Eastern
1336,650,Eastern
1337,650,Eastern
1338,651,Eastern
1339,652,Eastern
1340,652,Eastern
1341,652,Eastern
1342,652,Eastern
1343,652,Eastern
1344,652,Eastern
1345,653,Eastern
1346,653,Eastern
1347,654,Eastern
1348,655,Eastern
1349,655,Eastern
1350,656,Eastern
1351,657,Eastern
1352,658,Eastern
1353,658,Eastern
1354,659,Eastern
1355,660,Eastern
1356,661,Eastern
1357,662,Eastern
1358,663,Eastern
1359,664,Eastern
1360,664,Eastern
1361,665,Eastern
1362,665,Eastern
1363,666,Eastern
1364,666,Eastern
1365,667,Eastern
1366,667,Eastern
1367,667,Eastern
1368,667,Eastern
1369,667,Eastern
1370,668,Eastern
1371,668,Eastern
1372,669,Eastern
1373,669,Eastern
1374,670,Eastern
1375,670,Eastern
1376,670,Eastern
1377,671,Eastern
1378,671,Eastern
1379,672,Eastern
1380,672,Eastern
1381,672,Eastern
1382,672,Eastern
1383,672,Eastern
1384,673,Eastern
1385,673,Eastern
1386,673,Eastern
1387,673,Eastern
1388,673,Eastern
1389,674,Eastern
1390,674,Eastern
1391,675,Eastern
1392,675,Eastern
1393,676,Eastern
1394,676,Eastern
1395,676,Eastern
1396,676,Eastern
1397,676,Eastern
1398,676,Eastern
1399,677,Eastern
1400,678,Eastern
1401,678,Eastern
1402,679,Eastern
1403,680,Eastern
1404,681,Eastern
1405,681,Eastern
1406,682,Eastern
1407,683,Eastern
1408,684,Eastern
1409,684,Eastern
1410,685,Eastern
1411,686,Eastern
1412,687,Eastern
1413,688,Eastern
1414,688,Eastern
1415,688,Eastern
1416,689,Eastern
1417,690,Eastern
1418,691,Eastern
1419,692,Eastern
1420,693,Eastern
1421,694,Eastern
1422,695,Eastern
1423,696,Eastern
1424,697,Eastern
1425,697,Eastern
1426,698,Eastern
1427,698,Eastern
1428,699,Eastern
1429,700,Eastern
1430,701,Eastern
1431,702,Eastern
1432,702,Eastern
1433,702,Eastern
1434,703,Eastern
1435,704,Eastern
1436,704,Eastern
1437,704,Eastern
1438,704,Eastern
1439,704,Eastern
1440,705,Eastern
1441,706,Eastern
1442,707,Eastern
1443,708,Eastern
1444,708,Eastern
1445,708,Eastern
1446,709,Eastern
1447,709,Eastern
1448,709,Eastern
1449,710,Eastern
1450,710,Eastern
1451,711,Eastern
1452,711,Eastern
1453,711,Eastern
1454,712,Eastern
1455,713,Eastern
1456,714,Eastern
1457,714,Eastern
1458,715,Eastern
1459,715,Eastern
1460,715,Eastern
1461,716,Eastern
1462,716,Eastern
1463,716,Eastern
1464,717,Eastern
1465,717,Eastern
1466,718,Eastern
1467,718,Eastern
1468,719,Eastern
1469,719,Eastern
1470,720,Eastern
1471,721,Eastern
1472,721,Eastern
1473,722,Eastern
1474,723,Eastern
1475,724,Eastern
1476,725,Eastern
1477,725,Eastern
1478,726,Eastern
1479,727,Eastern
1480,728,Eastern
1481,729,Eastern
1482,729,Eastern
1483,730,Eastern
1484,731,Eastern
1485,732,Eastern
1486,733,Eastern
1487,733,Eastern
1488,733,Eastern
1489,734,Eastern
1490,734,Eastern
1491,734,Eastern
1492,735,Eastern
1493,736,Eastern
1494,737,Eastern
1495,737,Eastern
1496,737,Eastern
