,type,startup,shutdown,n,c2,c1,c0
156,2,0,0,3,0.0,0.0,0.0
157,2,0,0,3,0.0,0.0,236.05
158,2,0,0,3,0.0,0.0,0.0
159,2,0,0,3,0.0,0.0,0.0
160,2,0,0,3,0.0,0.0,0.0
161,2,0,0,3,0.0,0.0,0.0
162,2,0,0,3,0.0,0.0,0.0
163,2,0,0,3,0.0,0.0,0.0
164,2,0,0,3,0.0,0.0,0.0
165,2,0,0,3,0.029,24.254,424.58
166,2,0,0,3,0.0,0.0,0.0
167,2,0,0,3,0.0,0.0,0.0
168,2,0,0,3,0.0,0.0,0.0
169,2,0,0,3,0.0,0.0,0.0
170,2,0,0,3,0.0,0.0,0.0
171,2,0,0,3,0.0,0.0,0.0
172,2,0,0,3,0.0,0.0,0.0
173,2,0,0,3,0.0,0.0,0.0
174,2,0,0,3,0.0,0.0,0.0
175,2,0,0,3,0.0,0.0,0.0
176,2,0,0,3,0.0,0.0,0.0
177,2,0,0,3,0.0,0.0,0.0
178,2,0,0,3,0.0,0.0,0.0
179,2,0,0,3,0.0,0.0,0.0
180,2,0,0,3,0.0,0.0,0.0
181,2,0,0,3,0.0,0.0,0.0
182,2,0,0,3,0.0,0.0,0.0
183,2,0,0,3,0.0,0.0,0.0
184,2,0,0,3,0.0,0.0,0.0
185,2,0,0,3,0.0,0.0,0.0
186,2,0,0,3,0.0,0.0,0.0
187,2,0,0,3,0.0,0.0,0.0
188,2,0,0,3,0.0,0.0,0.0
189,2,0,0,3,0.0,0.0,0.0
190,2,0,0,3,0.0,0.0,0.0
191,2,0,0,3,0.0,0.0,0.0
192,2,0,0,3,0.0,0.0,0.0
193,2,0,0,3,0.0,0.0,0.0
194,2,0,0,3,0.0,0.0,0.0
195,2,0,0,3,0.0,0.0,0.0
196,2,0,0,3,0.0,0.0,0.0
197,2,0,0,3,0.0,0.0,0.0
198,2,0,0,3,0.0,0.0,0.0
199,2,0,0,3,0.022,14.68,881.95
200,2,0,0,3,0.022,16.06,881.95
201,2,0,0,3,0.025,17.167,881.95
202,2,0,0,3,0.0,0.0,0.0
203,2,0,0,3,0.011,12.945,655.8
204,2,0,0,3,0.014,15.569,655.8
205,2,0,0,3,0.015,17.521,655.8
206,2,0,0,3,0.0,0.0,0.0
207,2,0,0,3,0.0,0.0,0.0
208,2,0,0,3,0.0,0.0,0.0
209,2,0,0,3,0.0,0.0,0.0
210,2,0,0,3,0.0,0.0,0.0
211,2,0,0,3,0.0,0.0,0.0
212,2,0,0,3,0.0,0.0,236.12
213,2,0,0,3,0.0,0.0,236.12
214,2,0,0,3,0.0,0.0,236.12
215,2,0,0,3,0.0,0.0,236.12
216,2,0,0,3,0.0,0.0,236.12
217,2,0,0,3,0.0,0.0,236.12
218,2,0,0,3,0.0,0.0,0.0
219,2,0,0,3,0.0,0.0,0.0
220,2,0,0,3,0.0,0.0,0.0
221,2,0,0,3,0.0,0.0,0.0
222,2,0,0,3,0.0,0.0,0.0
223,2,0,0,3,0.0,0.0,0.0
224,2,0,0,3,0.0,0.0,0.0
225,2,0,0,3,0.0,0.0,0.0
226,2,0,0,3,0.0,0.0,0.0
227,2,0,0,3,0.0,0.0,0.0
228,2,0,0,3,0.0,0.0,0.0
229,2,0,0,3,0.0,0.0,0.0
230,2,0,0,3,0.0,0.0,0.0
231,2,0,0,3,0.0,0.0,0.0
232,2,0,0,3,0.0,0.0,1245.09
233,2,0,0,3,0.05,28.413,931.26
234,2,0,0,3,0.057,26.961,931.26
235,2,0,0,3,0.043,33.497,237.33
236,2,0,0,3,0.032,29.699,237.33
237,2,0,0,3,0.0,0.0,0.0
238,2,0,0,3,0.0,0.0,0.0
239,2,0,0,3,0.0,0.0,0.0
240,2,0,0,3,0.0,0.0,0.0
241,2,0,0,3,0.0,0.0,0.0
242,2,0,0,3,0.0,0.0,236.06
243,2,0,0,3,0.0,0.0,236.06
244,2,0,0,3,0.0,0.0,236.06
245,2,0,0,3,0.0,0.0,236.02
246,2,0,0,3,0.0,0.0,236.02
247,2,0,0,3,0.0,0.0,236.02
248,2,0,0,3,0.0,0.0,236.02
249,2,0,0,3,0.0,0.0,236.02
250,2,0,0,3,0.0,0.0,236.02
251,2,0,0,3,0.012,15.771,607.5
252,2,0,0,3,0.0,0.0,0.0
253,2,0,0,3,0.0,0.0,0.0
254,2,0,0,3,0.021,16.252,995.0
255,2,0,0,3,0.021,16.675,995.0
256,2,0,0,3,0.027000000000000003,17.475,995.0
257,2,0,0,3,0.002,8.0,1052.5
258,2,0,0,3,0.0,0.0,236.48
259,2,0,0,3,0.0,0.0,0.0
260,2,0,0,3,0.0,0.0,0.0
261,2,0,0,3,0.0,0.0,0.0
262,2,0,0,3,0.0,0.0,0.0
263,2,0,0,3,0.0,0.0,0.0
264,2,0,0,3,0.0,0.0,0.0
265,2,0,0,3,0.0,0.0,0.0
266,2,0,0,3,0.0,0.0,0.0
267,2,0,0,3,0.0,0.0,0.0
268,2,0,0,3,0.0,0.0,0.0
269,2,0,0,3,0.0,0.0,0.0
270,2,0,0,3,0.0,0.0,0.0
271,2,0,0,3,0.0,0.0,0.0
272,2,0,0,3,0.0,0.0,0.0
273,2,0,0,3,0.0,0.0,0.0
274,2,0,0,3,0.0,0.0,0.0
275,2,0,0,3,0.0,0.0,0.0
276,2,0,0,3,0.0,0.0,0.0
277,2,0,0,3,0.0,0.0,0.0
278,2,0,0,3,0.0,0.0,0.0
279,2,0,0,3,0.0,0.0,0.0
280,2,0,0,3,0.0,0.0,0.0
281,2,0,0,3,0.0,0.0,0.0
282,2,0,0,3,0.0,0.0,0.0
283,2,0,0,3,0.0,0.0,0.0
284,2,0,0,3,0.0,0.0,0.0
285,2,0,0,3,0.0,0.0,0.0
286,2,0,0,3,0.0,0.0,0.0
287,2,0,0,3,0.0,0.0,0.0
288,2,0,0,3,0.0,0.0,0.0
289,2,0,0,3,0.0,0.0,236.02
290,2,0,0,3,0.0,0.0,236.02
291,2,0,0,3,0.0,0.0,236.5
292,2,0,0,3,0.0,0.0,236.5
293,2,0,0,3,0.0,0.0,236.02
294,2,0,0,3,0.0,0.0,0.0
295,2,0,0,3,0.0,0.0,0.0
296,2,0,0,3,0.0,0.0,0.0
297,2,0,0,3,0.0,0.0,0.0
298,2,0,0,3,0.0,0.0,0.0
299,2,0,0,3,0.0,0.0,0.0
300,2,0,0,3,0.0,0.0,0.0
301,2,0,0,3,0.0,0.0,0.0
302,2,0,0,3,0.0,0.0,0.0
303,2,0,0,3,0.0,0.0,0.0
304,2,0,0,3,0.0,0.0,236.5
305,2,0,0,3,0.0,0.0,0.0
306,2,0,0,3,0.0,0.0,236.04
307,2,0,0,3,0.0,0.0,236.04
308,2,0,0,3,0.0,0.0,0.0
309,2,0,0,3,0.0,0.0,0.0
310,2,0,0,3,0.0,0.0,0.0
311,2,0,0,3,0.0,0.0,0.0
312,2,0,0,3,0.0,0.0,0.0
313,2,0,0,3,0.0,0.0,0.0
314,2,0,0,3,0.0,0.0,0.0
315,2,0,0,3,0.0,0.0,0.0
316,2,0,0,3,0.0,0.0,0.0
317,2,0,0,3,0.0,0.0,0.0
318,2,0,0,3,0.0,0.0,0.0
319,2,0,0,3,0.0,0.0,0.0
320,2,0,0,3,0.0,0.0,0.0
321,2,0,0,3,0.0,0.0,0.0
322,2,0,0,3,0.0,0.0,0.0
323,2,0,0,3,0.0,0.0,0.0
324,2,0,0,3,0.0,0.0,0.0
325,2,0,0,3,0.0,0.0,0.0
326,2,0,0,3,0.0,0.0,0.0
327,2,0,0,3,0.0,0.0,0.0
328,2,0,0,3,0.0,0.0,0.0
329,2,0,0,3,0.0,0.0,0.0
330,2,0,0,3,0.0,0.0,0.0
331,2,0,0,3,0.0,0.0,0.0
332,2,0,0,3,0.0,0.0,236.57
333,2,0,0,3,0.0,0.0,0.0
334,2,0,0,3,0.0,0.0,0.0
335,2,0,0,3,0.0,0.0,0.0
336,2,0,0,3,0.023,14.232,902.75
337,2,0,0,3,0.021,15.249,902.75
338,2,0,0,3,0.024,15.432,902.75
339,2,0,0,3,0.0,0.0,0.0
340,2,0,0,3,0.0,0.0,0.0
341,2,0,0,3,0.0,0.0,0.0
342,2,0,0,3,0.0,0.0,0.0
343,2,0,0,3,0.0,0.0,0.0
344,2,0,0,3,0.0,0.0,0.0
345,2,0,0,3,0.0,0.0,0.0
346,2,0,0,3,0.0,0.0,0.0
347,2,0,0,3,0.0,0.0,0.0
348,2,0,0,3,0.0,0.0,0.0
349,2,0,0,3,0.0,0.0,0.0
350,2,0,0,3,0.0,0.0,236.48
351,2,0,0,3,0.0,0.0,236.12
352,2,0,0,3,0.0,0.0,236.12
353,2,0,0,3,0.0,0.0,0.0
354,2,0,0,3,0.0,0.0,0.0
355,2,0,0,3,0.0,0.0,0.0
356,2,0,0,3,0.0,0.0,0.0
357,2,0,0,3,0.0,0.0,0.0
358,2,0,0,3,0.0,0.0,236.04
359,2,0,0,3,0.0,0.0,236.04
360,2,0,0,3,0.0,0.0,0.0
361,2,0,0,3,0.0,0.0,0.0
362,2,0,0,3,0.0,0.0,0.0
363,2,0,0,3,0.0,0.0,0.0
364,2,0,0,3,0.0,0.0,0.0
365,2,0,0,3,0.0,0.0,0.0
366,2,0,0,3,0.0,0.0,0.0
367,2,0,0,3,0.0,0.0,0.0
368,2,0,0,3,0.0,0.0,0.0
369,2,0,0,3,0.0,0.0,0.0
370,2,0,0,3,0.0,0.0,0.0
371,2,0,0,3,0.0,0.0,0.0
372,2,0,0,3,0.0,0.0,0.0
373,2,0,0,3,0.0,0.0,0.0
374,2,0,0,3,0.0,0.0,0.0
375,2,0,0,3,0.0,0.0,0.0
376,2,0,0,3,0.0,0.0,0.0
377,2,0,0,3,0.0,0.0,236.05
378,2,0,0,3,0.0,0.0,236.05
379,2,0,0,3,0.0,0.0,236.05
380,2,0,0,3,0.0,0.0,236.05
381,2,0,0,3,0.0,0.0,0.0
382,2,0,0,3,0.0,0.0,0.0
383,2,0,0,3,0.0,0.0,0.0
384,2,0,0,3,0.0,0.0,0.0
385,2,0,0,3,0.0,0.0,0.0
386,2,0,0,3,0.0,0.0,0.0
387,2,0,0,3,0.0,0.0,0.0
388,2,0,0,3,0.0,0.0,236.35
389,2,0,0,3,0.0,0.0,0.0
390,2,0,0,3,0.0,0.0,0.0
391,2,0,0,3,0.0,0.0,0.0
392,2,0,0,3,0.0,0.0,0.0
393,2,0,0,3,0.0,0.0,0.0
394,2,0,0,3,0.0,0.0,0.0
395,2,0,0,3,0.0,0.0,0.0
396,2,0,0,3,0.0,0.0,0.0
397,2,0,0,3,0.0,0.0,0.0
398,2,0,0,3,0.0,0.0,0.0
399,2,0,0,3,0.0,0.0,0.0
400,2,0,0,3,0.0,0.0,0.0
401,2,0,0,3,0.0,0.0,0.0
402,2,0,0,3,0.0,0.0,0.0
403,2,0,0,3,0.0,0.0,0.0
404,2,0,0,3,0.0,0.0,0.0
405,2,0,0,3,0.0,0.0,0.0
406,2,0,0,3,0.0,0.0,0.0
407,2,0,0,3,0.0,0.0,0.0
408,2,0,0,3,0.0,0.0,0.0
409,2,0,0,3,0.0,0.0,236.35
410,2,0,0,3,0.0,0.0,0.0
411,2,0,0,3,0.0,0.0,0.0
412,2,0,0,3,0.0,0.0,0.0
413,2,0,0,3,0.0,0.0,0.0
414,2,0,0,3,0.0,0.0,0.0
415,2,0,0,3,0.0,0.0,0.0
416,2,0,0,3,0.0,0.0,0.0
417,2,0,0,3,0.0,0.0,0.0
418,2,0,0,3,0.0,0.0,0.0
419,2,0,0,3,0.0,0.0,0.0
420,2,0,0,3,0.0,0.0,236.68
421,2,0,0,3,0.0,0.0,0.0
422,2,0,0,3,0.0,0.0,0.0
423,2,0,0,3,0.0,0.0,0.0
424,2,0,0,3,0.0,0.0,0.0
425,2,0,0,3,0.0,0.0,0.0
426,2,0,0,3,0.0,0.0,0.0
427,2,0,0,3,0.0,0.0,0.0
428,2,0,0,3,0.0,0.0,0.0
429,2,0,0,3,0.0,0.0,0.0
430,2,0,0,3,0.0,0.0,0.0
431,2,0,0,3,0.0,0.0,0.0
432,2,0,0,3,0.0,0.0,0.0
433,2,0,0,3,0.0,0.0,0.0
434,2,0,0,3,0.0,0.0,0.0
435,2,0,0,3,0.0,0.0,0.0
436,2,0,0,3,0.0,0.0,0.0
437,2,0,0,3,0.0,0.0,0.0
438,2,0,0,3,0.0,0.0,0.0
439,2,0,0,3,0.0,0.0,0.0
440,2,0,0,3,0.0,0.0,0.0
441,2,0,0,3,0.0,0.0,0.0
442,2,0,0,3,0.0,0.0,0.0
443,2,0,0,3,0.0,0.0,0.0
444,2,0,0,3,0.0,0.0,0.0
445,2,0,0,3,0.0,0.0,0.0
446,2,0,0,3,0.0,0.0,237.11
447,2,0,0,3,0.0,0.0,0.0
448,2,0,0,3,0.0,0.0,0.0
449,2,0,0,3,0.0,0.0,0.0
450,2,0,0,3,0.0,0.0,0.0
451,2,0,0,3,0.0,0.0,0.0
452,2,0,0,3,0.0,0.0,0.0
453,2,0,0,3,0.0,0.0,0.0
454,2,0,0,3,0.0,0.0,0.0
455,2,0,0,3,0.0,0.0,0.0
456,2,0,0,3,0.0,0.0,0.0
457,2,0,0,3,0.0,0.0,0.0
458,2,0,0,3,0.0,0.0,0.0
459,2,0,0,3,0.0,0.0,236.05
460,2,0,0,3,0.0,0.0,236.05
461,2,0,0,3,0.0,0.0,0.0
462,2,0,0,3,0.0,0.0,0.0
463,2,0,0,3,0.0,0.0,0.0
464,2,0,0,3,0.0,0.0,0.0
465,2,0,0,3,0.0,0.0,0.0
466,2,0,0,3,0.0,0.0,0.0
467,2,0,0,3,0.0,0.0,0.0
468,2,0,0,3,0.0,0.0,0.0
469,2,0,0,3,0.0,0.0,0.0
470,2,0,0,3,0.0,0.0,0.0
471,2,0,0,3,0.0,0.0,0.0
472,2,0,0,3,0.0,0.0,0.0
473,2,0,0,3,0.0,0.0,0.0
474,2,0,0,3,0.0,0.0,0.0
475,2,0,0,3,0.0,0.0,0.0
476,2,0,0,3,0.0,0.0,0.0
477,2,0,0,3,0.0,0.0,0.0
478,2,0,0,3,0.0,0.0,0.0
479,2,0,0,3,0.0,0.0,0.0
480,2,0,0,3,0.0,0.0,0.0
481,2,0,0,3,0.0,0.0,0.0
482,2,0,0,3,0.0,0.0,0.0
483,2,0,0,3,0.0,0.0,0.0
484,2,0,0,3,0.0,0.0,0.0
485,2,0,0,3,0.0,0.0,0.0
486,2,0,0,3,0.019,15.802,730.45
487,2,0,0,3,0.018000000000000002,18.524,730.45
488,2,0,0,3,0.016,13.593,730.45
489,2,0,0,3,0.0,0.0,0.0
490,2,0,0,3,0.0,0.0,0.0
491,2,0,0,3,0.0,0.0,0.0
492,2,0,0,3,0.0,0.0,0.0
493,2,0,0,3,0.0,0.0,0.0
494,2,0,0,3,0.0,0.0,0.0
495,2,0,0,3,0.0,0.0,0.0
496,2,0,0,3,0.0,0.0,0.0
497,2,0,0,3,0.0,0.0,0.0
498,2,0,0,3,0.0,0.0,0.0
499,2,0,0,3,0.0,0.0,0.0
500,2,0,0,3,0.0,0.0,0.0
501,2,0,0,3,0.0,0.0,0.0
502,2,0,0,3,0.0,0.0,0.0
503,2,0,0,3,0.0,0.0,0.0
504,2,0,0,3,0.0,0.0,0.0
505,2,0,0,3,0.0,0.0,0.0
506,2,0,0,3,0.0,0.0,0.0
507,2,0,0,3,0.0,0.0,0.0
508,2,0,0,3,0.012,16.422,603.35
509,2,0,0,3,0.011,15.438,603.35
510,2,0,0,3,0.011,16.0,603.35
511,2,0,0,3,0.0,0.0,0.0
512,2,0,0,3,0.0,0.0,0.0
513,2,0,0,3,0.0,0.0,0.0
514,2,0,0,3,0.0,0.0,0.0
515,2,0,0,3,0.0,0.0,0.0
516,2,0,0,3,0.0,0.0,0.0
517,2,0,0,3,0.0,0.0,0.0
518,2,0,0,3,0.0,0.0,0.0
519,2,0,0,3,0.031,32.793,236.15
520,2,0,0,3,0.0,0.0,0.0
521,2,0,0,3,0.0,0.0,0.0
522,2,0,0,3,0.0,0.0,0.0
523,2,0,0,3,0.0,0.0,0.0
524,2,0,0,3,0.0,0.0,236.56
525,2,0,0,3,0.009000000000000001,13.798,607.95
526,2,0,0,3,0.011,14.605,601.8
527,2,0,0,3,0.008,16.144000000000002,600.75
528,2,0,0,3,0.0,0.0,236.07
529,2,0,0,3,0.0,0.0,236.07
530,2,0,0,3,0.0,0.0,236.03
531,2,0,0,3,0.0,0.0,236.03
532,2,0,0,3,0.0,0.0,0.0
533,2,0,0,3,0.0,0.0,0.0
534,2,0,0,3,0.0,0.0,0.0
535,2,0,0,3,0.0,0.0,0.0
536,2,0,0,3,0.0,0.0,0.0
537,2,0,0,3,0.0,0.0,0.0
538,2,0,0,3,0.0,0.0,0.0
539,2,0,0,3,0.021,15.942,770.4
540,2,0,0,3,0.0,0.0,0.0
541,2,0,0,3,0.0,0.0,0.0
542,2,0,0,3,0.0,0.0,0.0
543,2,0,0,3,0.0,0.0,0.0
544,2,0,0,3,0.0,0.0,0.0
545,2,0,0,3,0.0,0.0,0.0
546,2,0,0,3,0.0,0.0,0.0
547,2,0,0,3,0.013,17.320999999999998,610.8
548,2,0,0,3,0.0,0.0,0.0
549,2,0,0,3,0.0,0.0,0.0
550,2,0,0,3,0.0,0.0,0.0
551,2,0,0,3,0.0,0.0,0.0
552,2,0,0,3,0.0,0.0,333.32
553,2,0,0,3,0.0,0.0,333.32
554,2,0,0,3,0.0,0.0,333.32
555,2,0,0,3,0.0,0.0,333.32
556,2,0,0,3,0.0,0.0,333.32
557,2,0,0,3,0.0,0.0,333.32
558,2,0,0,3,0.0,0.0,236.07
559,2,0,0,3,0.0,0.0,236.07
560,2,0,0,3,0.0,0.0,236.07
561,2,0,0,3,0.0,0.0,236.07
562,2,0,0,3,0.0,0.0,236.07
563,2,0,0,3,0.0,0.0,0.0
564,2,0,0,3,0.0,0.0,0.0
565,2,0,0,3,0.0,0.0,0.0
566,2,0,0,3,0.0,0.0,0.0
567,2,0,0,3,0.0,0.0,0.0
568,2,0,0,3,0.0,0.0,0.0
569,2,0,0,3,0.0,0.0,0.0
570,2,0,0,3,0.0,0.0,0.0
571,2,0,0,3,0.0,0.0,0.0
572,2,0,0,3,0.0,0.0,0.0
573,2,0,0,3,0.0,0.0,0.0
574,2,0,0,3,0.0,0.0,0.0
575,2,0,0,3,0.0,0.0,0.0
576,2,0,0,3,0.01,17.409000000000002,604.5
577,2,0,0,3,0.017,17.159000000000002,665.81
578,2,0,0,3,0.012,14.725,665.81
579,2,0,0,3,0.014,15.362,665.81
580,2,0,0,3,0.012,15.935,665.81
581,2,0,0,3,0.0,0.0,0.0
582,2,0,0,3,0.0,0.0,0.0
583,2,0,0,3,0.0,0.0,0.0
584,2,0,0,3,0.025,18.31,1033.5
585,2,0,0,3,0.025,16.799,1033.5
586,2,0,0,3,0.011,13.411,663.75
587,2,0,0,3,0.01,15.093,663.75
588,2,0,0,3,0.0,0.0,236.01
589,2,0,0,3,0.0,0.0,236.01
590,2,0,0,3,0.0,0.0,236.01
591,2,0,0,3,0.0,0.0,236.01
592,2,0,0,3,0.0,0.0,236.09
593,2,0,0,3,0.0,0.0,236.09
594,2,0,0,3,0.0,0.0,236.09
595,2,0,0,3,0.0,0.0,236.09
596,2,0,0,3,0.0,0.0,236.09
597,2,0,0,3,0.0,0.0,0.0
598,2,0,0,3,0.0,0.0,0.0
599,2,0,0,3,0.0,0.0,0.0
600,2,0,0,3,0.078,27.41,1225.47
601,2,0,0,3,0.08,28.43,1225.47
602,2,0,0,3,0.071,26.408,1225.47
603,2,0,0,3,0.009000000000000001,13.54,631.8
604,2,0,0,3,0.0,0.0,0.0
605,2,0,0,3,0.0,0.0,0.0
606,2,0,0,3,0.01,16.155,600.15
607,2,0,0,3,0.011,15.947,602.13
608,2,0,0,3,0.008,13.718,602.13
609,2,0,0,3,0.009000000000000001,15.741,602.13
610,2,0,0,3,0.008,14.844,602.13
611,2,0,0,3,0.014,16.804000000000002,602.13
612,2,0,0,3,0.0,0.0,236.18
613,2,0,0,3,0.0,0.0,236.18
614,2,0,0,3,0.0,0.0,236.18
615,2,0,0,3,0.0,0.0,236.18
616,2,0,0,3,0.0,0.0,236.18
617,2,0,0,3,0.0,0.0,236.18
618,2,0,0,3,0.0,0.0,237.3
619,2,0,0,3,0.0,0.0,237.3
620,2,0,0,3,0.0,0.0,237.3
621,2,0,0,3,0.0,0.0,0.0
622,2,0,0,3,0.0,0.0,0.0
623,2,0,0,3,0.0,0.0,236.38
624,2,0,0,3,0.0,0.0,0.0
625,2,0,0,3,0.0,0.0,0.0
626,2,0,0,3,0.0,0.0,0.0
627,2,0,0,3,0.0,0.0,0.0
628,2,0,0,3,0.0,0.0,0.0
629,2,0,0,3,0.0,0.0,0.0
630,2,0,0,3,0.0,0.0,0.0
